,user_id,created_at,text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
41,1.38e+18,3/29/2021,brt indah menkes vaksinasi dan pembatasan mobilitas akan efektif tekan covid menteri kesehatan menkes budi gunadi sadikin mengxexxa,1,"['brt', 'indah', 'menkes', 'vaksinasi', 'dan', 'pembatasan', 'mobilitas', 'akan', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']",<FreqDist with 17 samples and 18 outcomes>,"['indah', 'menkes', 'vaksinasi', 'pembatasan', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']","['indah', 'menkes', 'vaksinasi', 'pembatasan', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']","['indah', 'menkes', 'vaksinasi', 'batas', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']"
42,1.38e+18,3/29/2021,bdiary maret pandemi covid dan manula,-1,"['bdiary', 'maret', 'pandemi', 'covid', 'dan', 'manula']",<FreqDist with 6 samples and 6 outcomes>,"['bdiary', 'maret', 'pandemi', 'covid', 'manula']","['bdiary', 'maret', 'pandemi', 'covid', 'manula']","['bdiary', 'maret', 'pandemi', 'covid', 'manula']"
43,1.38e+18,3/29/2021,bseorang asn puncak jaya meninggal dunia karena covid,-1,"['bseorang', 'asn', 'puncak', 'jaya', 'meninggal', 'dunia', 'karena', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['bseorang', 'asn', 'puncak', 'jaya', 'meninggal', 'dunia', 'covid']","['bseorang', 'asn', 'puncak', 'jaya', 'meninggal', 'dunia', 'covid']","['bseorang', 'asn', 'puncak', 'jaya', 'tinggal', 'dunia', 'covid']"
44,1.38e+18,3/29/2021,brt jumlah kumulatif kasus konfirmasi positif covid di indonesia kini sudah mencapai juta tepatnya per sexexxa,-1,"['brt', 'jumlah', 'kumulatif', 'kasus', 'konfirmasi', 'positif', 'covid', 'di', 'indonesia', 'kini', 'sudah', 'mencapai', 'juta', 'tepatnya', 'per', 'sexexxa']",<FreqDist with 16 samples and 16 outcomes>,"['kumulatif', 'konfirmasi', 'positif', 'covid', 'indonesia', 'mencapai', 'juta', 'tepatnya', 'sexexxa']","['kumulatif', 'konfirmasi', 'positif', 'covid', 'indonesia', 'mencapai', 'juta', 'tepatnya', 'sexexxa']","['kumulatif', 'konfirmasi', 'positif', 'covid', 'indonesia', 'capai', 'juta', 'tepat', 'sexexxa']"
45,1.38e+18,3/29/2021,brt perintah kawalan pergerakan pemulihan pkpp capp pembudayaan norma baharu pengisytiharan proklamasi darxexxa,1,"['brt', 'perintah', 'kawalan', 'pergerakan', 'pemulihan', 'pkpp', 'capp', 'pembudayaan', 'norma', 'baharu', 'pengisytiharan', 'proklamasi', 'darxexxa']",<FreqDist with 13 samples and 13 outcomes>,"['perintah', 'kawalan', 'pergerakan', 'pemulihan', 'pkpp', 'capp', 'pembudayaan', 'norma', 'baharu', 'pengisytiharan', 'proklamasi', 'darxexxa']","['perintah', 'kawalan', 'pergerakan', 'pemulihan', 'pkpp', 'capp', 'pembudayaan', 'norma', 'baharu', 'pengisytiharan', 'proklamasi', 'darxexxa']","['perintah', 'kawal', 'gera', 'pulih', 'pkpp', 'capp', 'budaya', 'norma', 'baharu', 'pengisytiharan', 'proklamasi', 'darxexxa']"
46,1.38e+18,3/29/2021,brt indah wow jumlah penyuntikan vaksin covid akan capai juta berdasarkan dinamika terkini menkes memberikan catatan mengenaxexxa,1,"['brt', 'indah', 'wow', 'jumlah', 'penyuntikan', 'vaksin', 'covid', 'akan', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'memberikan', 'catatan', 'mengenaxexxa']",<FreqDist with 17 samples and 17 outcomes>,"['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'sunti', 'vaksin', 'covid', 'capai', 'juta', 'dasar', 'dinamika', 'kini', 'menkes', 'catat', 'mengenaxexxa']"
47,1.38e+18,3/29/2021,brt update corona ri hari ini kasus covid tembus juta,-1,"['brt', 'update', 'corona', 'ri', 'hari', 'ini', 'kasus', 'covid', 'tembus', 'juta']",<FreqDist with 10 samples and 10 outcomes>,"['update', 'corona', 'ri', 'covid', 'tembus', 'juta']","['update', 'corona', 'ri', 'covid', 'tembus', 'juta']","['update', 'corona', 'ri', 'covid', 'tembus', 'juta']"
48,1.38e+18,3/29/2021,balhamdulliillah anak ku sembuh semua karena kehendaknya,1,"['balhamdulliillah', 'anak', 'ku', 'sembuh', 'semua', 'karena', 'kehendaknya']",<FreqDist with 7 samples and 7 outcomes>,"['balhamdulliillah', 'anak', 'sembuh', 'kehendaknya']","['balhamdulliillah', 'anak', 'sembuh', 'kehendaknya']","['balhamdulliillah', 'anak', 'sembuh', 'hendak']"
49,1.38e+18,3/29/2021,brt subhanallah,1,"['brt', 'subhanallah']",<FreqDist with 2 samples and 2 outcomes>,['subhanallah'],['subhanallah'],['subhanallah']
50,1.38e+18,3/29/2021,bbelum tau aja efek vaksin sinovac habis disuntik jadi laper,-1,"['bbelum', 'tau', 'aja', 'efek', 'vaksin', 'sinovac', 'habis', 'disuntik', 'jadi', 'laper']",<FreqDist with 10 samples and 10 outcomes>,"['bbelum', 'efek', 'vaksin', 'sinovac', 'habis', 'disuntik', 'laper']","['bbelum', 'efek', 'vaksin', 'sinovac', 'habis', 'disuntik', 'laper']","['bbelum', 'efek', 'vaksin', 'sinovac', 'habis', 'suntik', 'laper']"
51,1.38e+18,3/29/2021,bdata jumlah kasus covid di polandia pukul cet xexxa,-1,"['bdata', 'jumlah', 'kasus', 'covid', 'di', 'polandia', 'pukul', 'cet', 'xexxa']",<FreqDist with 9 samples and 9 outcomes>,"['bdata', 'covid', 'polandia', 'cet']","['data', 'covid', 'polandia', 'cet']","['data', 'covid', 'polandia', 'cet']"
52,1.38e+18,3/29/2021,btekan penyebaran covid bhabinkamtibmas pahandut giatkan posko ppkm skalaxcxamikro,1,"['btekan', 'penyebaran', 'covid', 'bhabinkamtibmas', 'pahandut', 'giatkan', 'posko', 'ppkm', 'skalaxcxamikro']",<FreqDist with 9 samples and 9 outcomes>,"['btekan', 'penyebaran', 'covid', 'bhabinkamtibmas', 'pahandut', 'giatkan', 'posko', 'ppkm', 'skalaxcxamikro']","['tekan', 'penyebaran', 'covid', 'bhabinkamtibmas', 'pahandut', 'giatkan', 'posko', 'ppkm', 'skalaxcxamikro']","['tekan', 'sebar', 'covid', 'bhabinkamtibmas', 'pahandut', 'giat', 'posko', 'ppkm', 'skalaxcxamikro']"
53,1.38e+18,3/29/2021,brt sebenarnya efek sampingnya masih wajar dan cukup expected yang diperlukan adl komunikasi risiko yg apa adanya kepada warga mexexxa,-1,"['brt', 'sebenarnya', 'efek', 'sampingnya', 'masih', 'wajar', 'dan', 'cukup', 'expected', 'yang', 'diperlukan', 'adl', 'komunikasi', 'risiko', 'yg', 'apa', 'adanya', 'kepada', 'warga', 'mexexxa']",<FreqDist with 20 samples and 20 outcomes>,"['efek', 'sampingnya', 'wajar', 'expected', 'adl', 'komunikasi', 'risiko', 'warga', 'mexexxa']","['efek', 'sampingnya', 'wajar', 'expected', 'adl', 'komunikasi', 'risiko', 'warga', 'mexexxa']","['efek', 'samping', 'wajar', 'expected', 'adl', 'komunikasi', 'risiko', 'warga', 'mexexxa']"
54,1.38e+18,3/29/2021,bpaskah pandemi covid dan teror bom,-1,"['bpaskah', 'pandemi', 'covid', 'dan', 'teror', 'bom']",<FreqDist with 6 samples and 6 outcomes>,"['bpaskah', 'pandemi', 'covid', 'teror', 'bom']","['bpaskah', 'pandemi', 'covid', 'teror', 'bom']","['bpaskah', 'pandemi', 'covid', 'teror', 'bom']"
55,1.38e+18,3/29/2021,bgus muhdlor pastikan kabupaten sidoarjo peroleh ribu vaksin covid lewat,1,"['bgus', 'muhdlor', 'pastikan', 'kabupaten', 'sidoarjo', 'peroleh', 'ribu', 'vaksin', 'covid', 'lewat']",<FreqDist with 10 samples and 10 outcomes>,"['bgus', 'muhdlor', 'pastikan', 'kabupaten', 'sidoarjo', 'peroleh', 'ribu', 'vaksin', 'covid']","['bagus', 'muhdlor', 'pastikan', 'kabupaten', 'sidoarjo', 'peroleh', 'ribu', 'vaksin', 'covid']","['bagus', 'muhdlor', 'pasti', 'kabupaten', 'sidoarjo', 'oleh', 'ribu', 'vaksin', 'covid']"
56,1.38e+18,3/29/2021,brt vaksinasi covid menggunakan astrazeneca di provinsi sulawesi utara dihentikan sementara setelah warga yang divaksin merasakxexxa,-1,"['brt', 'vaksinasi', 'covid', 'menggunakan', 'astrazeneca', 'di', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'sementara', 'setelah', 'warga', 'yang', 'divaksin', 'merasakxexxa']",<FreqDist with 16 samples and 16 outcomes>,"['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'warga', 'divaksin', 'merasakxexxa']","['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'warga', 'divaksin', 'merasakan']","['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'henti', 'warga', 'vaksin', 'rasa']"
57,1.38e+18,3/29/2021,brsj jabar tangani ratusan anak kecanduan gawai akibat pandemi covid,-1,"['brsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']",<FreqDist with 10 samples and 10 outcomes>,"['brsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['brsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['brsj', 'jabar', 'tangan', 'ratus', 'anak', 'candu', 'gawai', 'akibat', 'pandemi', 'covid']"
58,1.38e+18,3/29/2021, bisaa jadii koo nderr karnaa korona soalnyaa banyak perusahaan yg nunda rekrutmen karna korona juga,-1,"['bisaa', 'jadii', 'koo', 'nderr', 'karnaa', 'korona', 'soalnyaa', 'banyak', 'perusahaan', 'yg', 'nunda', 'rekrutmen', 'karna', 'korona', 'juga']",<FreqDist with 14 samples and 15 outcomes>,"['bisaa', 'jadii', 'koo', 'nderr', 'karnaa', 'korona', 'soalnyaa', 'perusahaan', 'nunda', 'rekrutmen', 'karna', 'korona']","['bisaa', 'jadii', 'koo', 'nderr', 'karnaa', 'korona', 'soalnyaa', 'perusahaan', 'nunda', 'rekrutmen', 'karna', 'korona']","['bisaa', 'jadi', 'koo', 'nderr', 'karnaa', 'korona', 'soalnyaa', 'usaha', 'nunda', 'rekrutmen', 'karna', 'korona']"
59,1.38e+18,3/29/2021,bsaya ingin membuat poll setelah fasa pemberian vaksin adakah anda masih mahu untuk menerima suntikanxexxa,1,"['bsaya', 'ingin', 'membuat', 'poll', 'setelah', 'fasa', 'pemberian', 'vaksin', 'adakah', 'anda', 'masih', 'mahu', 'untuk', 'menerima', 'suntikanxexxa']",<FreqDist with 15 samples and 15 outcomes>,"['bsaya', 'poll', 'fasa', 'pemberian', 'vaksin', 'adakah', 'mahu', 'menerima', 'suntikanxexxa']","['bsaya', 'poll', 'fasa', 'pemberian', 'vaksin', 'adakah', 'mahu', 'menerima', 'suntikanxexxa']","['bsaya', 'poll', 'fasa', 'beri', 'vaksin', 'ada', 'mahu', 'terima', 'suntikanxexxa']"
60,1.38e+18,3/29/2021,brt kematian termasuk bukan warganegara akibat jangkitan covid dilaporkan hari ini dan menjadikan jumlah kematian covixexxa,-1,"['brt', 'kematian', 'termasuk', 'bukan', 'warganegara', 'akibat', 'jangkitan', 'covid', 'dilaporkan', 'hari', 'ini', 'dan', 'menjadikan', 'jumlah', 'kematian', 'covixexxa']",<FreqDist with 15 samples and 16 outcomes>,"['kematian', 'warganegara', 'akibat', 'jangkitan', 'covid', 'dilaporkan', 'menjadikan', 'kematian', 'covixexxa']","['kematian', 'warganegara', 'akibat', 'jangkitan', 'covid', 'dilaporkan', 'menjadikan', 'kematian', 'covixexxa']","['mati', 'warganegara', 'akibat', 'jangkit', 'covid', 'lapor', 'jadi', 'mati', 'covixexxa']"
61,1.38e+18,3/29/2021,bagar terhindar dari penyebaran covid sat polair polres jembrana lakukan kebersihan di lingkungan kantorxcxagilimanuxexxa,1,"['bagar', 'terhindar', 'dari', 'penyebaran', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'lakukan', 'kebersihan', 'di', 'lingkungan', 'kantorxcxagilimanuxexxa']",<FreqDist with 14 samples and 14 outcomes>,"['bagar', 'terhindar', 'penyebaran', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'lakukan', 'kebersihan', 'lingkungan', 'kantorxcxagilimanuxexxa']","['bagar', 'terhindar', 'penyebaran', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'lakukan', 'kebersihan', 'lingkungan', 'kantorxcxagilimanuxexxa']","['bagar', 'hindar', 'sebar', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'laku', 'bersih', 'lingkung', 'kantorxcxagilimanuxexxa']"
62,1.38e+18,3/29/2021,bbekalan untuk dua mibggu semasa covid,1,"['bbekalan', 'untuk', 'dua', 'mibggu', 'semasa', 'covid']",<FreqDist with 6 samples and 6 outcomes>,"['bbekalan', 'mibggu', 'covid']","['bbekalan', 'mibggu', 'covid']","['bbekalan', 'mibggu', 'covid']"
63,1.38e+18,3/29/2021,brt rsj jabar tangani ratusan anak kecanduan gawai akibat pandemi covid,1,"['brt', 'rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']",<FreqDist with 11 samples and 11 outcomes>,"['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangan', 'ratus', 'anak', 'candu', 'gawai', 'akibat', 'pandemi', 'covid']"
64,1.38e+18,3/29/2021,bpenerapan protokol kesehatan covid dikantor pembuatanxcxasim,1,"['bpenerapan', 'protokol', 'kesehatan', 'covid', 'dikantor', 'pembuatanxcxasim']",<FreqDist with 6 samples and 6 outcomes>,"['bpenerapan', 'protokol', 'kesehatan', 'covid', 'dikantor', 'pembuatanxcxasim']","['bpenerapan', 'protokol', 'kesehatan', 'covid', 'dikantor', 'pembuatanxcxasim']","['bpenerapan', 'protokol', 'sehat', 'covid', 'kantor', 'pembuatanxcxasim']"
65,1.38e+18,3/29/2021,bstok vaksin covid terancam menipis pada april ini strategi pemerintah xexxxcxakontan,-1,"['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'pada', 'april', 'ini', 'strategi', 'pemerintah', 'xexxxcxakontan']",<FreqDist with 11 samples and 11 outcomes>,"['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'april', 'strategi', 'pemerintah', 'xexxxcxakontan']","['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'april', 'strategi', 'pemerintah', 'xexxxcxakontan']","['bstok', 'vaksin', 'covid', 'ancam', 'tip', 'april', 'strategi', 'perintah', 'xexxxcxakontan']"
66,1.38e+18,3/29/2021,bwalau indonesia dari negara berhasil tangani covid naik amp turun turun naik di xexxa,1,"['bwalau', 'indonesia', 'dari', 'negara', 'berhasil', 'tangani', 'covid', 'naik', 'amp', 'turun', 'turun', 'naik', 'di', 'xexxa']",<FreqDist with 12 samples and 14 outcomes>,"['bwalau', 'indonesia', 'negara', 'berhasil', 'tangani', 'covid', 'turun', 'turun']","['bwalau', 'indonesia', 'negara', 'berhasil', 'tangani', 'covid', 'turun', 'turun']","['bwalau', 'indonesia', 'negara', 'hasil', 'tangan', 'covid', 'turun', 'turun']"
67,1.38e+18,3/29/2021,bdata jumlah kasus covid di polandia pukul cet xexxa,-1,"['bdata', 'jumlah', 'kasus', 'covid', 'di', 'polandia', 'pukul', 'cet', 'xexxa']",<FreqDist with 9 samples and 9 outcomes>,"['bdata', 'covid', 'polandia', 'cet']","['data', 'covid', 'polandia', 'cet']","['data', 'covid', 'polandia', 'cet']"
68,1.38e+18,3/29/2021,bstok vaksin covid terancam menipis pada april ini strategi pemerintah xexx kontan xexx,-1,"['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'pada', 'april', 'ini', 'strategi', 'pemerintah', 'xexx', 'kontan', 'xexx']",<FreqDist with 12 samples and 13 outcomes>,"['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'april', 'strategi', 'pemerintah', 'xexx', 'kontan', 'xexx']","['bstok', 'vaksin', 'covid', 'terancam', 'menipis', 'april', 'strategi', 'pemerintah', 'xexx', 'kontan', 'xexx']","['bstok', 'vaksin', 'covid', 'ancam', 'tip', 'april', 'strategi', 'perintah', 'xexx', 'kontan', 'xexx']"
69,1.38e+18,3/29/2021,brt indah menkes vaksinasi dan pembatasan mobilitas akan efektif tekan covid menteri kesehatan menkes budi gunadi sadikin mengxexxa,1,"['brt', 'indah', 'menkes', 'vaksinasi', 'dan', 'pembatasan', 'mobilitas', 'akan', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']",<FreqDist with 17 samples and 18 outcomes>,"['indah', 'menkes', 'vaksinasi', 'pembatasan', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']","['indah', 'menkes', 'vaksinasi', 'pembatasan', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'kesehatan', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']","['indah', 'menkes', 'vaksinasi', 'batas', 'mobilitas', 'efektif', 'tekan', 'covid', 'menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'mengxexxa']"
70,1.38e+18,3/29/2021, kecamatan kembali masuk zona orange covid di kotaxcxapekanbaru,-1,"['kecamatan', 'kembali', 'masuk', 'zona', 'orange', 'covid', 'di', 'kotaxcxapekanbaru']",<FreqDist with 8 samples and 8 outcomes>,"['kecamatan', 'masuk', 'zona', 'orange', 'covid', 'kotaxcxapekanbaru']","['kecamatan', 'masuk', 'zona', 'orange', 'covid', 'kotaxcxapekanbaru']","['camat', 'masuk', 'zona', 'orange', 'covid', 'kotaxcxapekanbaru']"
71,1.38e+18,3/29/2021,brt indah wow jumlah penyuntikan vaksin covid akan capai juta berdasarkan dinamika terkini menkes memberikan catatan mengenaxexxa,1,"['brt', 'indah', 'wow', 'jumlah', 'penyuntikan', 'vaksin', 'covid', 'akan', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'memberikan', 'catatan', 'mengenaxexxa']",<FreqDist with 17 samples and 17 outcomes>,"['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'sunti', 'vaksin', 'covid', 'capai', 'juta', 'dasar', 'dinamika', 'kini', 'menkes', 'catat', 'mengenaxexxa']"
72,1.38e+18,3/29/2021,bwali kota surabaya tidak ada pendirian rs darurat covid di mal cito,-1,"['bwali', 'kota', 'surabaya', 'tidak', 'ada', 'pendirian', 'rs', 'darurat', 'covid', 'di', 'mal', 'cito']",<FreqDist with 12 samples and 12 outcomes>,"['bwali', 'kota', 'surabaya', 'pendirian', 'rs', 'darurat', 'covid', 'mal', 'cito']","['bwali', 'kota', 'surabaya', 'pendirian', 'rs', 'darurat', 'covid', 'mal', 'cito']","['bwali', 'kota', 'surabaya', 'diri', 'rs', 'darurat', 'covid', 'mal', 'cito']"
73,1.38e+18,3/29/2021,brt yak karena pandemi mengharuskan seluruh umat untuk halu tiap hari mincool mau ajak cool kids buat bayangin kalo covidxexxa,-1,"['brt', 'yak', 'karena', 'pandemi', 'mengharuskan', 'seluruh', 'umat', 'untuk', 'halu', 'tiap', 'hari', 'mincool', 'mau', 'ajak', 'cool', 'kids', 'buat', 'bayangin', 'kalo', 'covidxexxa']",<FreqDist with 20 samples and 20 outcomes>,"['yak', 'pandemi', 'mengharuskan', 'umat', 'halu', 'mincool', 'ajak', 'cool', 'kids', 'bayangin', 'covidxexxa']","['yak', 'pandemi', 'mengharuskan', 'umat', 'halu', 'mincool', 'ajak', 'cool', 'kids', 'bayangin', 'covidxexxa']","['yak', 'pandemi', 'harus', 'umat', 'halu', 'mincool', 'ajak', 'cool', 'kids', 'bayangin', 'covidxexxa']"
74,1.38e+18,3/29/2021,bcegah penularan covid di bulan ramadan bupati imbau masyarakat tetap patuhi prokes,-1,"['bcegah', 'penularan', 'covid', 'di', 'bulan', 'ramadan', 'bupati', 'imbau', 'masyarakat', 'tetap', 'patuhi', 'prokes']",<FreqDist with 12 samples and 12 outcomes>,"['bcegah', 'penularan', 'covid', 'ramadan', 'bupati', 'imbau', 'masyarakat', 'patuhi', 'prokes']","['bcegah', 'penularan', 'covid', 'ramadan', 'bupati', 'imbau', 'masyarakat', 'patuhi', 'prokes']","['bcegah', 'tular', 'covid', 'ramadan', 'bupati', 'imbau', 'masyarakat', 'patuh', 'prokes']"
75,1.38e+18,3/29/2021,bbersama kadis kesehatan kapolres kuansing cek pelaksanaan vaksinaksi covid petugas pelayananxcxapublik,1,"['bbersama', 'kadis', 'kesehatan', 'kapolres', 'kuansing', 'cek', 'pelaksanaan', 'vaksinaksi', 'covid', 'petugas', 'pelayananxcxapublik']",<FreqDist with 11 samples and 11 outcomes>,"['bbersama', 'kadis', 'kesehatan', 'kapolres', 'kuansing', 'cek', 'pelaksanaan', 'vaksinaksi', 'covid', 'petugas', 'pelayananxcxapublik']","['bbersama', 'kadis', 'kesehatan', 'kapolres', 'kuansing', 'cek', 'pelaksanaan', 'vaksinaksi', 'covid', 'petugas', 'pelayananxcxapublik']","['bbersama', 'kad', 'sehat', 'kapolres', 'kuansing', 'cek', 'laksana', 'vaksinaksi', 'covid', 'tugas', 'pelayananxcxapublik']"
76,1.38e+18,3/29/2021,bkasus covid memucak negaranegara ini kembali terapkan lockdown,-1,"['bkasus', 'covid', 'memucak', 'negaranegara', 'ini', 'kembali', 'terapkan', 'lockdown']",<FreqDist with 8 samples and 8 outcomes>,"['bkasus', 'covid', 'memucak', 'negaranegara', 'terapkan', 'lockdown']","['bkasus', 'covid', 'memucak', 'negaranegara', 'terapkan', 'lockdown']","['bkasus', 'covid', 'memucak', 'negaranegara', 'terap', 'lockdown']"
77,1.38e+18,3/29/2021,brt rsj jabar tangani ratusan anak kecanduan gawai akibat pandemi covid,-1,"['brt', 'rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']",<FreqDist with 11 samples and 11 outcomes>,"['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangan', 'ratus', 'anak', 'candu', 'gawai', 'akibat', 'pandemi', 'covid']"
78,1.38e+18,3/29/2021,brt semoga tidak diserbu kaum konspirasi dok saya agak malas di ig membahas covid,-1,"['brt', 'semoga', 'tidak', 'diserbu', 'kaum', 'konspirasi', 'dok', 'saya', 'agak', 'malas', 'di', 'ig', 'membahas', 'covid']",<FreqDist with 14 samples and 14 outcomes>,"['semoga', 'diserbu', 'kaum', 'konspirasi', 'dok', 'malas', 'ig', 'membahas', 'covid']","['semoga', 'diserbu', 'kaum', 'konspirasi', 'dok', 'malas', 'ig', 'membahas', 'covid']","['moga', 'serbu', 'kaum', 'konspirasi', 'dok', 'malas', 'ig', 'bahas', 'covid']"
79,1.38e+18,3/29/2021,brt rsj jabar tangani ratusan anak kecanduan gawai akibat pandemi covid,-1,"['brt', 'rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']",<FreqDist with 11 samples and 11 outcomes>,"['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangani', 'ratusan', 'anak', 'kecanduan', 'gawai', 'akibat', 'pandemi', 'covid']","['rsj', 'jabar', 'tangan', 'ratus', 'anak', 'candu', 'gawai', 'akibat', 'pandemi', 'covid']"
80,1.38e+18,3/29/2021, kalo olahraganya senam pagi kan bahkan sebelum korona udah jaga jarak,1,"['kalo', 'olahraganya', 'senam', 'pagi', 'kan', 'bahkan', 'sebelum', 'korona', 'udah', 'jaga', 'jarak']",<FreqDist with 11 samples and 11 outcomes>,"['olahraganya', 'senam', 'pagi', 'korona', 'udah', 'jaga', 'jarak']","['olahraganya', 'senam', 'pagi', 'korona', 'udah', 'jaga', 'jarak']","['olahraga', 'senam', 'pagi', 'korona', 'udah', 'jaga', 'jarak']"
81,1.38e+18,3/29/2021,brt hafidz saya ingin membuat poll setelah fasa pemberian vaksin adakah anda masih mahu untuk menerima suntikan vakxexxa,1,"['brt', 'hafidz', 'saya', 'ingin', 'membuat', 'poll', 'setelah', 'fasa', 'pemberian', 'vaksin', 'adakah', 'anda', 'masih', 'mahu', 'untuk', 'menerima', 'suntikan', 'vakxexxa']",<FreqDist with 18 samples and 18 outcomes>,"['hafidz', 'poll', 'fasa', 'pemberian', 'vaksin', 'adakah', 'mahu', 'menerima', 'suntikan', 'vakxexxa']","['hafidz', 'poll', 'fasa', 'pemberian', 'vaksin', 'adakah', 'mahu', 'menerima', 'suntikan', 'vakxexxa']","['hafidz', 'poll', 'fasa', 'beri', 'vaksin', 'ada', 'mahu', 'terima', 'sunti', 'vakxexxa']"
82,1.38e+18,3/29/2021,bbukannya korona yha,1,"['bbukannya', 'korona', 'yha']",<FreqDist with 3 samples and 3 outcomes>,"['bbukannya', 'korona', 'yha']","['bbukannya', 'korona', 'yha']","['bbukannya', 'korona', 'yha']"
83,1.38e+18,3/29/2021,bsiswa terpapar covid sekolah di batam ditutup,-1,"['bsiswa', 'terpapar', 'covid', 'sekolah', 'di', 'batam', 'ditutup']",<FreqDist with 7 samples and 7 outcomes>,"['bsiswa', 'terpapar', 'covid', 'sekolah', 'batam', 'ditutup']","['bsiswa', 'terpapar', 'covid', 'sekolah', 'batam', 'ditutup']","['bsiswa', 'papar', 'covid', 'sekolah', 'batam', 'tutup']"
